profile_key,name,status,core_complete,enrichment_complete,missing_required,missing_total,missing_fields,has_identity_name,has_birth_date,has_birth_time,has_birth_place,has_canonical_payload,has_structural_codex,has_numerology,has_gematria,has_acf_legacy,has_major_events,has_source,has_population_v2
ada_lovelace,Ada Lovelace,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
ada_yonath_q7426,Ada Yonath,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adah_almutairi_q16125107,Adah Almutairi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adam_guettel_q4679169,Adam Guettel,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adam_kraft_q350212,Adam Kraft,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adam_riess_q106454,Adam Riess,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adherbal_q356605,Adherbal,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
adnan_menderes_q238745,Adnan Menderes,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adolf_butenandt_q5327,Adolf Butenandt,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adolf_rudnicki_q2713071,Adolf Rudnicki,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adolf_von_baeyer_q57078,Adolf von Baeyer,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adolph_green_q329849,Adolph Green,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
adolph_modéer_q2824743,Adolph Modéer,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
aelia_eudocia_q229307,Aelia Eudocia,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
afwa_thameur_q57249777,Afwa Thameur,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
agatha_christie,Agatha Christie,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
agathe_uwilingiyimana_q243047,Agathe Uwilingiyimana,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
agdanbuugyn_amar_q45281,Agdanbuugyn Amar,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
agostino_paravicini_bagliani_q3606806,Agostino Paravicini Bagliani,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ahmad_ibn_abi_khalid_al_ahwal_q11904462,Ahmad ibn Abi Khalid al-Ahwal,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
ahmad_maher_pasha_q1572537,Ahmad Maher Pasha,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ahmad_salim_uld_sidi_q29549453,Ahmad Salim uld Sidi,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
ahmed_al_harrasi_q96014667,Ahmed Al-Harrasi,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
ahmed_k_elmagarmid_q1834734,Ahmed K. Elmagarmid,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ahmed_shahe_durrani_q46798,Ahmed Shahe Durrani,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
ahmed_timol_q16007149,Ahmed Timol,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ahmed_zewail_q106624,Ahmed Zewail,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ai_weiwei,Ai Weiwei,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
aida_fernández_ríos_q21997886,Aida Fernández Ríos,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
aidar_akayev_q4059278,Aidar Akayev,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
aini_ideris_q56224098,Aini Ideris,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
aistis_raudys_q137554619,Aistis Raudys,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
akio_morita,Akio Morita,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
aklilu_habte_wold_q420192,Aklilu Habte-Wold,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
akong_rinpoche_q420512,Akong Rinpoche,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
al_dubin_q180899,Al Dubin,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
al_ghazali,Al-Ghazali,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
al_hoffman_q2829347,Al Hoffman,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
al_jaldaki_q4164868,Al-Jaldaki,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
al_kasha_q570352,Al Kasha,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
al_khazini_q2991836,Al-Khazini,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
al_tughrai_q4164865,Al-Tughrai,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
aladdin_al_droubi_q4171150,Aladdin Al-Droubi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alain_boublil_q284540,Alain Boublil,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alan_j_heeger_q106751,Alan J. Heeger,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alan_macdiarmid_q110942,Alan MacDiarmid,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alan_mathison_turing,Alan Mathison Turing,incomplete,False,False,1,3,birth.date|birth.place|major_events,True,False,True,False,True,True,True,True,True,False,True,True
alan_orr_anderson_q2830568,Alan Orr Anderson,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
alan_turing,Alan Turing,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
alan_watts,Alan Watts,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
alasdair_macintyre,Alasdair MacIntyre,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
albert_aftalion_q1345673,Albert Aftalion,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
albert_bandura,Albert Bandura,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
albert_camus,Albert Camus,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
albert_chernenko_q1961302,Albert Chernenko,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
albert_drach_q94480,Albert Drach,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
albert_dresden_vandam_q17022771,Albert Dresden Vandam,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
albert_einstein,Albert Einstein,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
albert_einstein_q937,Albert Einstein,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
albert_ellis,Albert Ellis,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
albert_hague_q2605041,Albert Hague,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
albert_santoli_q3210538,Albert Santoli,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
alberto_arnoldi_q1091222,Alberto Arnoldi,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
albertus_de_saxonia_q61044,Albertus de Saxonia,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
alcinda_honwana_q96505937,Alcinda Honwana,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
aldous_huxley,Aldous Huxley,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
aledjuq_of_hatuqay_q138632152,Aledjuq of Hatuqay,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
alejandra_bravo_q4714442,Alejandra Bravo,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alejandro_garcía_caturla_q1370384,Alejandro García Caturla,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
aleksandar_stamboliyski_q313535,Aleksandar Stamboliyski,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
aleksandr_solzhenitsyn,Aleksandr Solzhenitsyn,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
alex_pothen_q55274739,Alex Pothen,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
alexander_bogdanov_q335142,Alexander Bogdanov,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alexander_fleming,Alexander Fleming,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
alexander_garvie_q104286561,Alexander Garvie,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
alexander_graham_bell,Alexander Graham Bell,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
alexander_hamilton,Alexander Hamilton,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
alexander_lyon_macfie_q20027947,Alexander Lyon Macfie,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
alexander_the_great,Alexander the Great,incomplete,False,False,1,2,birth.date|major_events,True,False,True,True,True,True,True,True,True,False,True,True
alexandre_deulofeu_q713227,Alexandre Deulofeu,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alexandru_robot_q2904234,Alexandru Robot,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alexei_rykov_q294339,Alexei Rykov,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alexei_shepelev_q4062026,Alexei Shepelev,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alexey_ekimov_q1547368,Alexey Ekimov,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alfred_adler,Alfred Adler,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
alfred_adler_q152393,Alfred Adler,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alfred_döblin_q57389,Alfred Döblin,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alfred_g_gilman_q296423,Alfred G. Gilman,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alfred_hermann_fried_q78488,Alfred Hermann Fried,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alfred_north_whitehead,Alfred North Whitehead,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
alfred_wegener,Alfred Wegener,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
ali_bongo_ondimba_q57521,Ali Bongo Ondimba,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ali_ibn_abi_talib,Ali ibn Abi Talib,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
ali_khamenei_q57336,Ali Khamenei,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ali_qushji_q423644,Ali Qushji,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ali_sher_hyderi_q6780330,Ali Sher Hyderi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alice_archenhold_q33083588,Alice Archenhold,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alice_h_parker_q52450707,Alice H. Parker,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
alice_laura_embleton_q98442651,Alice Laura Embleton,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alice_munro_q234819,Alice Munro,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alice_of_dunk_s_ferry_q105947240,Alice of Dunk's Ferry,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
alice_sluckin_q109062499,Alice Sluckin,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alicia_troncoso_lora_q58140790,Alicia Troncoso Lora,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
alieu_ebrima_cham_joof_q1412076,Alieu Ebrima Cham Joof,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alina_szmant_q114410406,Alina Szmant,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
alison_jean_laurie_q115033226,Alison Jean Laurie,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
aliya_nazarbayeva_q4312090,Aliya Nazarbayeva,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
allison_gardner_q126852472,Allison Gardner,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
almerico_da_schio_q3612800,Almerico da Schio,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alois_eliáš_q457963,Alois Eliáš,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alonso_berruguete_q114357,Alonso Berruguete,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
alonso_cano_q378783,Alonso Cano,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alun_munslow_q4737499,Alun Munslow,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
alva_myrdal_q152437,Alva Myrdal,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
alvin_eliot_roth_q28542,Alvin Eliot Roth,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
amanda_bosh_q20894899,Amanda Bosh,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
amanda_green_q4739639,Amanda Green,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
amani_abeid_karume_q454382,Amani Abeid Karume,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
amany_fekry_q133255355,Amany Fekry,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
amartya_sen_q132489,Amartya Sen,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ambrosio_boccanegra_q336365,Ambrosio Boccanegra,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
amina_doumane_q65707471,Amina Doumane,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
amir_abbas_hoveyda_q471970,Amir-Abbas Hoveyda,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
amir_hamudi_hasan_al_sadi_q2805892,Amir Hamudi Hasan al-Sadi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
amir_sjarifuddin_q1810083,Amir Sjarifuddin,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
amos_supuni_q20666260,Amos Supuni,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
amos_tversky,Amos Tversky,core_complete_with_gaps,True,False,0,1,major_events,True,True,True,True,True,True,True,True,True,False,True,True
amílcar_cabral_q213416,Amílcar Cabral,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ana_aslan_q270262,Ana Aslan,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
ana_colovic_lesoska_q63951937,Ana Colovic Lesoska,incomplete,False,False,1,4,birth.date|birth.time|profile.acf.json|major_events,True,False,False,True,True,True,True,True,False,False,True,True
ana_passos_q106950931,Ana Passos,core_complete_with_gaps,True,False,0,4,birth.time|birth.place|profile.acf.json|major_events,True,True,False,False,True,True,True,True,False,False,True,True
anam_zakaria_q60589883,Anam Zakaria,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
anatoly_rybakov_q434926,Anatoly Rybakov,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
andrea_bolgi_q762342,Andrea Bolgi,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
andrea_bregno_q493515,Andrea Bregno,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
andrea_gill_q21067425,Andrea Gill,incomplete,False,False,1,5,birth.date|birth.time|birth.place|profile.acf.json|major_events,True,False,False,False,True,True,True,True,False,False,True,True
andrea_goldsmith_q4755106,Andrea Goldsmith,core_complete_with_gaps,True,False,0,3,birth.time|profile.acf.json|major_events,True,True,False,True,True,True,True,True,False,False,True,True
